object_name,scene_file,model_file,object_keypoints,scene_keypoints,initial_matches,inliers,correct_matches,precision,recall,icp_score,processing_time_ms,transformation_matrix
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel015.ply.pcd,184,3899,168,10,7,0.7,1,0.000186834,358,"-0.71648,0.648345,0.257519,-0.154238,-0.682113,-0.573699,-0.453435,0.24507,-0.146244,-0.500533,0.853282,-0.0629676,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel000.ply.pcd,152,3995,151,14,7,0.5,1,0.000292783,325,"0.940685,0.0945058,0.325862,-0.0522218,0.0403273,-0.984761,0.169198,-0.345037,0.336888,-0.146019,-0.930161,2.17333,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel001.ply.pcd,174,3995,169,13,0,0,1,0.000469448,361,"0.891996,0.409286,0.191923,0.0986933,0.393383,-0.911967,0.116495,-0.26754,0.222706,-0.0284118,-0.974476,2.20939,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel002.ply.pcd,186,3995,177,8,0,0,1,0.00011633,375,"0.420769,-0.903583,-0.0806296,-0.583625,-0.81285,-0.336065,-0.475754,0.842882,0.402782,0.26572,-0.87588,2.24147,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel003.ply.pcd,187,3995,187,10,2,0.2,1,0.00031033,366,"0.544546,-0.603684,0.58227,-0.298148,-0.387686,-0.79678,-0.463513,0.382261,0.743756,0.0266657,-0.667921,1.70202,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel004.ply.pcd,181,3995,180,17,4,0.235294,1,0.000244977,324,"-0.94079,-0.28704,-0.18036,-0.474526,-0.118731,-0.219341,0.968401,-0.599028,-0.317528,0.932472,0.172272,1.14109,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel005.ply.pcd,165,3995,164,9,9,1,1,8.31574e-05,334,"0.953707,0.288182,-0.0860317,0.183453,-0.274085,0.95059,0.145809,-0.148532,0.123803,-0.115479,0.985566,-0.0412462,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel006.ply.pcd,179,3995,118,12,5,0.416667,1,0.000363516,320,"0.761341,0.118607,-0.637416,0.55119,0.0462294,0.970697,0.235836,-0.318395,0.646706,-0.209019,0.733545,0.2241,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel007.ply.pcd,162,3995,162,9,0,0,1,0.000229511,332,"-0.42605,-0.841136,0.333143,-0.810844,-0.410156,0.507799,0.757576,-0.73097,-0.80639,0.186123,-0.561343,1.79846,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel008.ply.pcd,182,3995,182,7,1,0.142857,1,0.000465223,343,"0.204459,-0.89472,0.397086,-0.557706,-0.478956,-0.44522,-0.756561,0.675209,0.8537,-0.0355002,-0.519559,1.56284,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel009.ply.pcd,178,3995,177,7,3,0.428571,1,0.000221231,337,"0.0242992,-0.999691,-0.00583305,-0.223034,-0.945424,-0.0210826,-0.32517,0.334281,0.324945,0.0134167,-0.945645,1.92655,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel010.ply.pcd,180,3995,177,11,0,0,1,0.000233428,343,"0.568914,-0.816938,0.0946228,-0.739121,-0.165696,-0.00116438,0.98618,-0.602413,-0.805536,-0.576729,-0.136025,1.32511,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel011.ply.pcd,179,3995,172,13,10,0.769231,1,0.000117846,360,"-0.363621,-0.925098,-0.109422,-0.597967,-0.698757,0.348547,-0.624707,1.03153,0.616054,-0.150698,-0.773155,2.13472,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel012.ply.pcd,204,3995,200,8,0,0,1,0.00017724,407,"0.633397,-0.757383,0.158703,-0.60859,0.743357,0.538531,-0.396752,0.517615,0.215024,0.369273,0.904107,0.328366,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel013.ply.pcd,194,3995,189,7,0,0,1,0.000222454,387,"-0.978985,0.172408,0.10894,-0.745019,-0.0986839,0.0670103,-0.992863,1.46002,-0.178477,-0.982746,-0.0485883,1.2443,0,0,0,1"
Squirrel,../kinect/scenes/scene003.ply.pcd,../kinect/objects/squirrel/Squirrel015.ply.pcd,176,3995,166,9,7,0.777778,1,9.65943e-05,345,"0.252006,-0.901987,-0.350598,0.167219,0.948011,0.157339,0.276632,-0.266086,-0.194354,-0.402084,0.89474,-0.0193998,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel000.ply.pcd,145,4078,142,12,5,0.416667,1,0.000361351,350,"-0.390298,-0.165088,-0.905771,1.09146,-0.77916,0.583337,0.229421,-0.295681,0.490491,0.79528,-0.356304,1.38939,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel001.ply.pcd,177,4078,168,9,7,0.777778,1,9.44733e-05,369,"-0.759217,-0.511991,-0.401818,0.199933,0.640844,-0.695858,-0.324194,0.176227,-0.113624,-0.503637,0.856413,0.153106,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel002.ply.pcd,184,4078,179,10,7,0.7,1,9.78971e-05,369,"-0.472825,-0.656004,-0.588303,0.362732,0.825187,-0.563811,-0.0345192,-0.291234,-0.309046,-0.501779,0.807906,0.200585,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel003.ply.pcd,194,4078,193,11,6,0.545455,1,0.000211083,366,"-0.338841,0.119639,-0.933211,0.815433,-0.0129069,-0.992382,-0.122539,-0.072584,-0.940756,-0.0294768,0.337803,0.733903,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel004.ply.pcd,177,4078,176,9,5,0.555556,1,0.000273739,348,"0.612336,-0.682202,0.399555,-0.291536,-0.561481,-0.731047,-0.387696,0.277231,0.556581,0.0130579,-0.830694,1.80611,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel005.ply.pcd,169,4078,163,9,7,0.777778,1,9.81533e-05,339,"0.704384,-0.578057,-0.411943,0.366228,0.706207,0.512211,0.488791,-0.421886,-0.0715482,-0.635212,0.76902,0.0189315,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel006.ply.pcd,179,4078,115,12,3,0.25,1,0.000546656,326,"-0.624875,-0.581292,0.521186,-0.773051,0.778347,-0.411712,0.474003,-0.334332,-0.0609554,0.701853,0.709714,0.005348,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel007.ply.pcd,169,4078,167,14,9,0.642857,1,0.000140058,355,"-0.813177,-0.474014,-0.337725,0.117159,0.48344,-0.873212,0.0615656,-0.418208,-0.324088,-0.113206,0.939232,0.0916861,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel008.ply.pcd,180,4078,178,9,5,0.555556,1,0.000193288,342,"-0.354226,-0.182996,0.917085,-0.910523,-0.267344,0.959558,0.0882088,-0.00698534,-0.896139,-0.213932,-0.388821,1.24103,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel009.ply.pcd,176,4078,172,12,3,0.25,1,0.000255851,356,"-0.22304,0.963627,-0.147247,0.00843561,0.970864,0.233163,0.0552834,-0.171647,0.087605,-0.130627,-0.987556,2.0085,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel010.ply.pcd,177,4078,174,10,0,0,1,0.000262521,362,"-0.378866,-0.910046,-0.168159,-0.103399,0.121739,0.131117,-0.983867,1.12934,0.917411,-0.393223,0.0611124,0.626944,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel011.ply.pcd,183,4078,168,13,12,0.923077,1,0.000252251,413,"0.466174,-0.778307,-0.420634,0.561357,-0.842697,-0.245889,-0.478964,0.362753,0.26935,0.577745,-0.770501,1.78278,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel012.ply.pcd,200,4078,193,16,16,1,1,8.85432e-05,353,"0.0540255,0.47298,-0.879417,0.753596,-0.836406,0.502515,0.218883,-0.492379,0.545446,0.723723,0.422749,0.705154,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel013.ply.pcd,207,4078,203,7,2,0.285714,1,0.000162588,379,"-0.487271,0.157438,-0.858946,0.882444,-0.859154,-0.262469,0.439281,-0.457978,-0.156285,0.952017,0.263157,0.684451,0,0,0,1"
Squirrel,../kinect/scenes/scene006.ply.pcd,../kinect/objects/squirrel/Squirrel015.ply.pcd,183,4078,167,10,8,0.8,1,0.000343508,383,"-0.732413,0.664863,-0.146762,0.01744,0.584581,0.72456,0.365081,-0.124501,0.349065,0.181595,-0.919338,1.58292,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel000.ply.pcd,151,4291,149,12,8,0.666667,1,0.000189593,374,"-0.212367,-0.973196,-0.0883081,0.131813,-0.937984,0.17767,0.297714,-0.495823,-0.274043,0.146056,-0.950568,2.10999,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel001.ply.pcd,185,4291,178,10,7,0.7,1,0.000189189,406,"-0.263897,0.590709,-0.762514,0.601136,-0.963106,-0.204686,0.174754,-0.133256,-0.052847,0.780496,0.622928,0.26506,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel002.ply.pcd,180,4291,174,6,0,0,1,0.000484787,386,"-0.313261,0.312522,0.896776,-0.624221,-0.610909,0.656669,-0.442249,0.438644,-0.727095,-0.686384,-0.0147867,0.702832,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel003.ply.pcd,186,4291,186,8,2,0.25,1,0.000646997,373,"-0.816893,0.57652,0.0177704,0.0370297,0.27518,0.416621,-0.866436,0.905518,-0.506918,-0.702892,-0.498981,1.24203,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel004.ply.pcd,177,4291,177,10,10,1,1,0.0003843,375,"0.238391,-0.970508,-0.0359069,-0.270243,-0.956492,-0.22822,-0.181781,0.339862,0.168224,0.0776792,-0.982685,1.58216,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel005.ply.pcd,160,4291,158,7,0,0,1,0.000198668,380,"-0.754246,0.626664,-0.195986,0.583096,-0.640544,-0.767864,0.00987682,-0.496495,-0.144302,0.132987,0.98056,0.21519,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel006.ply.pcd,181,4291,137,9,0,0,1,0.000729645,409,"0.627614,-0.776704,-0.0532589,0.13637,-0.505697,-0.458728,0.730646,-0.774673,-0.591926,-0.431631,-0.680679,1.32125,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel007.ply.pcd,160,4291,160,7,3,0.428571,1,0.000246416,358,"-0.250218,0.306142,-0.918517,0.96944,-0.00646539,0.948146,0.31778,-0.190376,0.96817,0.0854524,-0.235262,1.14454,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel008.ply.pcd,180,4291,180,10,7,0.7,1,0.000179041,379,"0.105675,0.99052,-0.0877874,0.404168,-0.150676,0.103212,0.983185,-1.03633,0.982921,-0.09067,0.160156,0.72537,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel009.ply.pcd,174,4291,171,15,15,1,1,0.000702221,353,"0.0256882,-0.865394,-0.500436,0.695054,0.523648,-0.414778,0.744146,-0.818225,-0.851552,-0.281169,0.442504,0.431412,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel010.ply.pcd,171,4291,169,9,8,0.888889,1,0.000626507,373,"-0.234363,0.808481,-0.539855,0.900195,-0.90605,0.0196273,0.422732,-0.465703,0.352363,0.588203,0.727922,0.249307,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel011.ply.pcd,176,4291,164,14,11,0.785714,1,0.000160734,439,"-0.744398,0.169614,-0.645835,1.00552,0.451661,0.840271,-0.299913,-0.05306,0.491807,-0.514953,-0.702106,1.74454,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel012.ply.pcd,201,4291,199,8,4,0.5,1,0.000173274,486,"-0.608101,-0.793463,-0.0251949,-0.059815,0.7784,-0.602187,0.177386,-0.41847,-0.155922,0.088257,0.983822,-0.0467868,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel013.ply.pcd,187,4291,185,8,7,0.875,1,0.000213016,545,"0.847046,-0.17794,0.500862,-0.119843,-0.0436055,0.915866,0.39912,-0.692398,-0.529738,-0.359909,0.768018,0.339988,0,0,0,1"
Squirrel,../kinect/scenes/scene013.ply.pcd,../kinect/objects/squirrel/Squirrel015.ply.pcd,183,4291,169,8,7,0.875,1,0.000171122,444,"-0.205029,0.789682,-0.578249,0.909064,-0.977262,-0.197832,0.0763367,0.0898017,-0.0541156,0.580748,0.812287,-0.0375332,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel000.ply.pcd,154,3855,150,12,0,0,1,0.000130145,374,"-0.6913,0.31742,0.649118,-0.439143,-0.690853,-0.553592,-0.465042,0.203815,0.211731,-0.769927,0.601987,0.257648,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel001.ply.pcd,186,3855,181,10,2,0.2,1,0.000149751,361,"0.0655974,0.772682,-0.6314,0.37095,-0.110108,0.634504,0.765044,-0.900308,0.991756,0.0193357,0.126701,0.836948,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel002.ply.pcd,199,3855,193,10,8,0.8,1,0.000147615,344,"0.550615,0.231362,-0.802059,1.07427,-0.269556,0.958629,0.0914753,0.194322,0.790041,0.165833,0.590201,0.143669,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel003.ply.pcd,184,3855,184,17,13,0.764706,1,0.000215576,347,"-0.873851,0.0290854,-0.485332,0.295771,0.0179516,-0.995601,-0.0919856,0.0489051,-0.485872,-0.0890923,0.869481,-0.0971849,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel004.ply.pcd,173,3855,172,12,8,0.666667,1,0.000320066,337,"-0.745545,-0.163517,-0.646096,0.43462,-0.120566,0.986539,-0.110552,0.169346,0.655467,-0.00452246,-0.755219,1.55339,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel005.ply.pcd,174,3855,171,11,9,0.818182,1,0.000313137,335,"0.633835,-0.721015,-0.280003,0.0593027,0.568142,0.188353,0.801089,-0.651677,-0.524857,-0.666834,0.529023,0.160325,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel006.ply.pcd,171,3855,114,13,0,0,1,0.000608263,302,"0.900631,0.0986683,-0.423254,0.0752517,0.431848,-0.0937447,0.897067,-1.09168,0.0488348,-0.9907,-0.127039,0.959035,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel007.ply.pcd,166,3855,166,8,0,0,1,0.000189009,360,"-0.238606,-0.620659,0.746895,-0.371583,0.918899,-0.393106,-0.0331107,-0.401876,0.314158,0.67842,0.664119,0.538343,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel008.ply.pcd,176,3855,175,9,6,0.666667,1,0.000326466,371,"0.71545,-0.262363,-0.647536,0.502362,0.635319,-0.141325,0.759215,-0.636614,-0.290697,-0.954572,0.0655712,0.610663,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel009.ply.pcd,181,3855,181,11,0,0,1,0.000220122,404,"-0.0759842,-0.0151943,-0.996996,0.804118,0.429853,-0.902702,-0.0190031,-0.018392,-0.899701,-0.430003,0.0751222,0.653043,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel010.ply.pcd,179,3855,174,8,2,0.25,1,0.000285469,466,"0.612922,0.577515,-0.539265,0.427813,0.746905,-0.646147,0.156945,-0.216297,-0.257805,-0.498972,-0.827387,1.54844,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel011.ply.pcd,185,3855,175,10,0,0,1,0.000241996,489,"-0.717045,-0.692847,-0.0762473,-0.206273,-0.253381,0.360997,-0.897487,1.01004,0.649346,-0.624216,-0.434404,1.03479,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel012.ply.pcd,202,3855,197,10,7,0.7,1,8.87182e-05,444,"-0.964711,-0.225975,0.135198,0.0391604,0.261017,-0.888476,0.377472,-0.402104,0.0348213,0.399439,0.916103,-0.0908631,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel013.ply.pcd,194,3855,193,8,0,0,1,0.000172421,351,"-0.971779,0.109041,0.20918,-0.649672,0.0925589,0.991894,-0.0870544,0.133622,-0.216977,-0.0652364,-0.973995,2.09126,0,0,0,1"
Squirrel,../kinect/scenes/scene014.ply.pcd,../kinect/objects/squirrel/Squirrel015.ply.pcd,182,3855,165,7,4,0.571429,1,0.000285033,338,"-0.0980363,0.7644,0.637251,-0.210939,0.727728,-0.381716,0.569835,-0.384739,0.67883,0.519608,-0.518852,1.25079,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel000.ply.pcd,144,3885,142,9,5,0.555556,1,0.000402047,318,"0.463502,-0.807701,0.364398,-0.246824,0.122858,0.465849,0.876296,-0.742516,-0.877538,-0.361397,0.315153,0.544501,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel001.ply.pcd,172,3885,166,14,2,0.142857,1,0.000215668,325,"0.343044,0.827071,-0.445283,0.423598,-0.698493,0.541563,0.467783,-0.705781,0.62804,0.150555,0.763482,0.253816,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel002.ply.pcd,184,3885,177,9,9,1,1,8.83212e-05,342,"-0.388467,-0.662427,-0.640538,0.461233,0.90718,-0.396856,-0.139759,-0.195814,-0.161619,-0.635371,0.755104,0.175655,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel003.ply.pcd,181,3885,181,7,7,1,1,2.31219e-05,345,"0.984618,-0.0188428,-0.173703,-0.0280987,0.0431306,0.98961,0.137132,-0.0419464,0.169314,-0.142514,0.975196,-0.0822517,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel004.ply.pcd,182,3885,181,16,11,0.6875,1,6.21109e-05,321,"-0.21091,0.681184,-0.701077,1.02992,0.888295,0.432905,0.153391,-0.451886,0.407987,-0.590409,-0.696395,1.70659,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel005.ply.pcd,163,3885,163,13,11,0.846154,1,0.000135333,339,"0.242392,0.444478,-0.862376,0.826188,0.061282,-0.894123,-0.443614,0.278712,-0.968245,0.0546837,-0.243967,1.23226,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel006.ply.pcd,176,3885,109,10,0,0,1,0.000331187,315,"-0.42188,0.12807,0.897566,-0.927935,-0.669836,0.623146,-0.403754,0.121773,-0.611021,-0.771554,-0.177106,1.0241,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel007.ply.pcd,165,3885,165,8,3,0.375,1,0.000476411,334,"0.132299,0.395679,-0.908816,0.785451,0.367875,-0.870991,-0.32566,-0.0670773,-0.920422,-0.291245,-0.260792,1.12747,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel008.ply.pcd,176,3885,176,14,14,1,1,6.01259e-05,388,"0.0208461,-0.560105,-0.828165,0.660515,0.994062,0.100144,-0.0427065,-0.219786,0.106853,-0.82235,0.558865,0.340981,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel009.ply.pcd,178,3885,177,13,10,0.769231,1,0.000171818,332,"0.135029,-0.983095,-0.123708,-0.195057,0.989158,0.126462,0.0746978,0.141053,-0.0577903,-0.132452,0.989507,-0.304655,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel010.ply.pcd,186,3885,183,11,11,1,1,0.000124355,364,"-0.960328,0.153915,-0.232551,0.348333,-0.0492489,-0.914395,-0.40182,0.126942,-0.27449,-0.374425,0.885701,-0.0217259,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel011.ply.pcd,183,3885,174,7,0,0,1,0.000310865,371,"-0.104643,0.0133572,0.994422,-0.829174,-0.620898,0.780216,-0.0758151,0.113085,-0.776877,-0.625368,-0.0733495,0.864736,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel012.ply.pcd,194,3885,189,14,14,1,1,3.85841e-05,346,"-0.959911,-0.162127,-0.228662,-0.0367589,0.0446517,-0.893786,0.446267,-0.526042,-0.276727,0.418166,0.865194,0.0661758,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel013.ply.pcd,193,3885,190,7,7,1,1,0.000136326,335,"0.102866,0.555687,-0.825008,0.762592,-0.908055,0.391022,0.150154,-0.413698,0.406033,0.733702,0.544812,0.507312,0,0,0,1"
Squirrel,../kinect/scenes/scene030.ply.pcd,../kinect/objects/squirrel/Squirrel015.ply.pcd,193,3885,185,11,11,1,1,0.000149262,329,"0.336142,-0.877041,0.343224,-0.277791,0.909905,0.396472,0.121976,-0.216635,-0.243057,0.271299,0.931299,-0.00195086,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel000.ply.pcd,146,3815,146,7,7,1,1,0.000207961,367,"-0.940862,0.333422,0.0601063,-0.143022,-0.191244,-0.669117,0.718132,-0.703808,0.279658,0.664165,0.69331,0.316326,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel001.ply.pcd,181,3815,177,9,9,1,1,0.000125022,358,"0.353448,-0.923183,-0.151062,-0.13881,0.929742,0.328855,0.165647,0.0451283,-0.103247,-0.198997,0.974548,-0.289463,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel002.ply.pcd,187,3815,183,7,5,0.714286,1,0.000567134,366,"0.182756,0.721998,0.667329,-0.648912,-0.00704256,0.679705,-0.73346,0.521925,-0.983138,0.129339,0.129306,0.773396,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel003.ply.pcd,193,3815,193,15,6,0.4,1,0.000136252,326,"-0.860902,0.508754,-0.00476431,0.174222,-0.47955,-0.81454,-0.326439,0.0839546,-0.169957,-0.278745,0.945211,-0.0613849,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel004.ply.pcd,169,3815,169,8,2,0.25,1,0.000236948,325,"-0.916608,0.312376,0.249511,-0.0497184,0.397147,0.783126,0.47853,-0.526325,-0.0459167,0.537717,-0.841877,1.69842,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel005.ply.pcd,166,3815,165,18,1,0.0555556,1,0.000165427,304,"0.560863,-0.108436,-0.82078,1.0857,0.00439114,-0.990985,0.133923,-0.192301,-0.8279,-0.0787141,-0.555328,1.19101,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel006.ply.pcd,177,3815,110,9,4,0.444444,1,0.000904288,313,"0.103798,-0.81054,-0.57642,0.262998,0.613448,0.508361,-0.604367,0.802823,0.782888,-0.290873,0.549988,0.133173,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel007.ply.pcd,161,3815,160,12,1,0.0833333,1,0.000165397,332,"-0.481558,0.840634,0.24787,-0.398818,-0.693176,-0.53839,0.479217,-0.34663,0.536296,0.058953,0.841972,-0.13763,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel008.ply.pcd,175,3815,175,11,3,0.272727,1,0.00011911,327,"0.346161,-0.212775,0.913732,-0.566785,0.347218,0.933844,0.0859176,-0.000773668,-0.871562,0.287521,0.397138,0.338037,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel009.ply.pcd,177,3815,176,16,16,1,1,9.93041e-05,314,"-0.652216,-0.378424,-0.656818,0.468871,0.535354,-0.843392,-0.045683,-0.212381,-0.536668,-0.381424,0.752662,0.133273,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel010.ply.pcd,179,3815,176,11,2,0.181818,1,0.000121542,354,"0.879253,0.18455,0.439156,-0.244996,-0.023238,0.937425,-0.347416,0.261289,-0.475791,0.295261,0.828523,0.0886785,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel011.ply.pcd,184,3815,175,14,11,0.785714,1,0.000190995,354,"0.829176,0.555943,0.0582848,-0.202573,-0.556779,0.812126,0.174515,0.0542672,0.0496861,-0.177156,0.982932,-0.2964,0,0,0,1"
Squirrel,../kinect/scenes/scene031.ply.pcd,../kinect/objects/squirrel/Squirrel012.ply.pcd,201,3815,200,12,12,1,1,3.69788e-05,358,"-0.999456,0.0183579,0.027488,-0.258972,-0.00471252,-0.902205,0.431288,-0.507953,0.0327178,0.430923,0.9018,0.0290883,0,0,0,1"
