object_name,scene_file,model_file,object_keypoints,scene_keypoints,initial_matches,inliers,correct_matches,precision,recall,icp_score,processing_time_ms,transformation_matrix
Rabbit,../kinect/scenes/scene022.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit007.ply.pcd,203,3661,198,10,0,0,1,0.000261624,318,"-0.916299,0.392828,0.0780389,-0.289693,0.222119,0.660573,-0.717157,0.84603,-0.333269,-0.639794,-0.692532,1.27578,0,0,0,1"
Rabbit,../kinect/scenes/scene022.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit008.ply.pcd,245,3661,242,6,2,0.333333,1,0.000252219,322,"0.695795,-0.273989,-0.66393,0.814667,-0.579993,-0.759579,-0.294369,-0.0103711,-0.423653,0.589894,-0.687418,1.59767,0,0,0,1"
Rabbit,../kinect/scenes/scene022.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit009.ply.pcd,245,3661,239,15,1,0.0666667,1,0.000301313,330,"0.346712,-0.337149,-0.875286,0.612147,0.930934,0.237796,0.27716,-0.210129,0.114695,-0.910928,0.396308,0.428527,0,0,0,1"
Rabbit,../kinect/scenes/scene022.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit010.ply.pcd,232,3661,225,9,9,1,1,0.000281895,324,"-0.235441,0.501537,0.832486,-0.933062,0.402931,0.829851,-0.385997,0.414356,-0.884435,0.244556,-0.397464,1.25587,0,0,0,1"
Rabbit,../kinect/scenes/scene022.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit011.ply.pcd,226,3661,221,10,0,0,1,0.000180895,323,"-0.338089,-0.933435,0.120036,-0.330201,0.741299,-0.342711,-0.577092,0.400065,0.579811,-0.106124,0.807815,0.16711,0,0,0,1"
Rabbit,../kinect/scenes/scene022.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit012.ply.pcd,236,3661,230,10,0,0,1,0.000175761,323,"0.377032,-0.29716,-0.877241,1.09906,0.880717,0.408199,0.240252,-0.48755,0.286695,-0.863177,0.415619,0.506645,0,0,0,1"
Rabbit,../kinect/scenes/scene022.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit013.ply.pcd,249,3661,227,12,11,0.916667,1,0.000547443,328,"-0.0278972,-0.998625,-0.0444761,-0.219974,-0.927034,0.00920112,0.374871,-0.201315,-0.373945,0.0516879,-0.926012,1.47751,0,0,0,1"
Rabbit,../kinect/scenes/scene022.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit014.ply.pcd,264,3661,253,8,0,0,1,0.000485747,336,"0.36566,-0.702469,-0.610603,0.331778,0.92906,0.235963,0.284909,-0.197548,-0.0560618,-0.671465,0.73892,0.100826,0,0,0,1"
Rabbit,../kinect/scenes/scene022.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit015.ply.pcd,243,3661,233,11,9,0.818182,1,0.000146481,327,"-0.412033,0.893483,-0.178673,0.0679364,-0.698236,-0.4356,-0.568091,0.328107,-0.585406,-0.109316,0.803337,0.127753,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit000.ply.pcd,248,3705,248,11,11,1,1,2.06781e-05,319,"0.977311,0.0714967,-0.199396,-0.0147104,-0.0521379,0.993552,0.100708,-0.0653097,0.205309,-0.0880269,0.974736,-0.0899879,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit001.ply.pcd,251,3705,249,8,8,1,1,0.000239348,330,"0.134914,0.989998,0.0414009,-0.254912,-0.987354,0.137832,-0.0783453,-0.332744,-0.0832669,-0.0303067,0.996068,0.201315,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit002.ply.pcd,243,3705,240,7,3,0.428571,1,7.13409e-05,324,"0.556928,0.356399,-0.750209,0.524895,-0.246545,0.933481,0.26044,-0.226971,0.793125,0.0399139,0.607752,0.278561,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit003.ply.pcd,270,3705,257,10,2,0.2,1,0.000674577,335,"-0.595346,-0.753455,0.279059,-0.391852,-0.320914,-0.0954278,-0.94229,0.670899,0.736603,-0.650541,-0.184983,1.06513,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit004.ply.pcd,228,3705,216,9,0,0,1,0.000239932,317,"0.991012,0.13371,0.00417408,-0.207775,-0.128945,0.94646,0.295951,-0.255545,0.0356204,-0.293829,0.955195,-0.098202,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit005.ply.pcd,238,3705,229,8,6,0.75,1,0.000119703,323,"0.920587,-0.230056,-0.315589,0.101259,0.363919,0.798562,0.479442,-0.412746,0.14172,-0.556218,0.818866,0.0309752,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit006.ply.pcd,215,3705,210,6,4,0.666667,1,0.000171517,315,"-0.957134,0.276798,0.0853701,-0.619122,0.252291,0.651801,0.715202,-0.570852,0.142321,0.706077,-0.693694,1.9185,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit007.ply.pcd,228,3705,228,8,1,0.125,1,0.000134545,325,"0.786879,0.283893,0.547932,-0.254642,0.333318,-0.942767,0.00978883,-0.195485,0.519348,0.174933,-0.836469,1.68811,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit008.ply.pcd,237,3705,234,9,9,1,1,0.000295633,322,"-0.282061,-0.958159,-0.0487475,-0.290696,0.923687,-0.257478,-0.283743,-0.122687,0.259319,-0.125059,0.957662,0.230071,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit009.ply.pcd,255,3705,245,13,5,0.384615,1,0.000438564,332,"0.773319,0.313507,-0.551086,0.389144,0.627471,-0.503073,0.594306,-0.705198,-0.0909171,-0.805378,-0.585752,1.40066,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit010.ply.pcd,232,3705,224,9,0,0,1,0.000296727,327,"0.274354,-0.386701,0.880452,-0.912501,-0.912164,0.18522,0.365586,-0.507544,-0.304449,-0.903416,-0.301918,1.15604,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit011.ply.pcd,217,3705,210,8,7,0.875,1,0.000486356,324,"0.510793,-0.524986,-0.680801,0.772799,0.281931,-0.645818,0.709536,-0.885965,-0.812167,-0.554362,-0.181867,0.988087,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit012.ply.pcd,238,3705,228,12,4,0.333333,1,0.000475419,328,"-0.792446,0.54038,0.282887,-0.358643,-0.489071,-0.28579,-0.8241,0.567175,-0.364478,-0.791405,0.490755,0.393295,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit013.ply.pcd,258,3705,242,16,1,0.0625,1,0.000372193,335,"0.255503,-0.924207,0.283837,-0.30967,-0.694086,-0.379719,-0.611605,0.593038,0.673028,-0.0407411,-0.738494,1.35606,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit014.ply.pcd,247,3705,236,15,0,0,1,0.000291116,334,"0.95016,-0.288963,-0.117038,-0.106764,0.295086,0.712413,0.63671,-0.578791,-0.100606,-0.639512,0.762173,0.0820119,0,0,0,1"
Rabbit,../kinect/scenes/scene032.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit015.ply.pcd,251,3705,248,13,13,1,1,0.000161739,329,"0.834026,-0.410531,-0.368606,0.141675,0.522285,0.802801,0.287634,-0.324485,0.177832,-0.432408,0.883973,-0.00798914,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit000.ply.pcd,255,3640,254,10,10,1,1,0.000133778,323,"0.181798,0.787351,-0.589095,0.633423,-0.928139,-0.0604989,-0.36729,0.092665,-0.324825,0.61353,0.719775,0.221364,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit001.ply.pcd,253,3640,249,8,1,0.125,1,0.000188735,323,"-0.978737,0.071205,0.192378,-0.420379,-0.127689,0.522516,-0.84302,0.970001,-0.160547,-0.849657,-0.502311,1.13762,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit002.ply.pcd,256,3640,249,14,8,0.571429,1,0.000398111,320,"-0.69396,-0.70664,0.138159,-0.858505,0.414102,-0.234727,0.879451,-0.46666,-0.589019,0.667517,0.455508,0.812628,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit003.ply.pcd,249,3640,236,11,7,0.636364,1,0.000678793,317,"-0.639452,0.612977,-0.464078,0.489117,-0.393564,-0.779505,-0.487321,0.199043,-0.660465,-0.128974,0.7397,0.321798,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit004.ply.pcd,232,3640,222,13,13,1,1,2.6934e-05,303,"0.9965,-0.0221293,-0.0806403,0.00541103,0.0366404,0.982397,0.183187,-0.149587,0.0751671,-0.1855,0.979767,-0.160698,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit005.ply.pcd,232,3640,227,12,2,0.166667,1,0.000150092,321,"0.23316,0.422818,0.875711,-0.905125,0.901159,-0.432374,-0.0311716,-0.0272346,0.365455,0.796417,-0.48184,1.44216,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit006.ply.pcd,209,3640,196,9,8,0.888889,1,0.000395961,305,"0.830961,0.440031,-0.340415,0.344215,0.482599,-0.265714,0.834566,-0.883168,0.276781,-0.857773,-0.433155,1.32986,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit007.ply.pcd,234,3640,222,11,9,0.818182,1,0.000284623,314,"0.913417,0.406886,0.0112259,-0.501536,-0.00977246,-0.00565078,0.999943,-0.593637,0.406923,-0.913468,-0.00118499,1.17591,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit008.ply.pcd,228,3640,225,7,6,0.857143,1,0.000613124,319,"0.938553,0.248446,0.239597,-0.14301,-0.310237,0.302984,0.901092,-0.885589,0.151277,-0.920047,0.36144,0.359703,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit009.ply.pcd,242,3640,234,10,0,0,1,0.000294213,324,"-0.336358,-0.801161,0.494987,-0.500998,-0.94145,0.273116,-0.197694,0.210795,0.0231954,-0.532501,-0.846116,1.584,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit010.ply.pcd,237,3640,230,10,0,0,1,0.000445107,317,"0.602015,0.304486,-0.738154,0.831864,-0.798026,0.260778,-0.543279,0.34059,0.0270746,0.916129,0.39998,0.767996,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit011.ply.pcd,232,3640,226,10,10,1,1,0.00162399,324,"-0.855571,-0.492917,-0.158225,0.142695,0.0850554,-0.435327,0.896248,-1.06931,-0.510654,0.753345,0.414378,0.692487,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit012.ply.pcd,230,3640,227,12,12,1,1,0.000507248,318,"0.823543,-0.469222,0.318757,-0.130541,0.107604,0.680957,0.724378,-0.677751,-0.556955,-0.562258,0.611286,0.224042,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit013.ply.pcd,256,3640,241,12,7,0.583333,1,0.000243572,319,"0.885492,-0.374058,-0.275655,0.17571,0.462208,0.648294,0.605047,-0.583333,-0.0476202,-0.663176,0.746953,0.05984,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit014.ply.pcd,251,3640,236,9,3,0.333333,1,0.000317663,324,"0.651964,-0.401412,-0.643287,0.639157,0.533472,0.845723,0.0129353,-0.054189,0.538849,-0.351608,0.765518,0.187841,0,0,0,1"
Rabbit,../kinect/scenes/scene036.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit015.ply.pcd,236,3640,225,8,6,0.75,1,0.000260608,316,"-0.803386,-0.504575,-0.3162,-0.211029,-0.594005,0.716226,0.366308,-0.302551,0.0416401,0.482111,-0.875122,2.1559,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit000.ply.pcd,257,3758,257,7,3,0.428571,1,0.000210797,344,"0.219983,-0.974843,-0.0360056,-0.475077,0.974402,0.217829,0.0556413,-0.388525,-0.0463969,-0.0473237,0.997802,0.189855,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit001.ply.pcd,260,3758,253,7,2,0.285714,1,0.00017357,346,"0.883224,0.468944,-0.00425071,-0.497855,0.446286,-0.837691,0.314812,-0.277026,0.144068,-0.279946,-0.949147,2.08858,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit002.ply.pcd,250,3758,245,10,10,1,1,0.000110407,341,"-0.687285,-0.564292,-0.457403,0.488926,0.703961,-0.672701,-0.227857,0.0824743,-0.179115,-0.478595,0.859574,0.0598867,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit003.ply.pcd,259,3758,243,14,0,0,1,0.000207547,343,"-0.393595,0.0398551,-0.918424,1.15844,-0.707915,-0.650505,0.275151,-0.58355,-0.586469,0.758459,0.284248,0.621614,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit004.ply.pcd,237,3758,224,10,1,0.1,1,0.000147393,333,"-0.66079,0.249759,0.707798,-0.484711,0.390684,0.919647,0.0402235,0.03772,-0.640881,0.303104,-0.705269,1.55636,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit005.ply.pcd,225,3758,223,8,7,0.875,1,0.000176415,332,"-0.958497,-0.1315,-0.252986,0.0768993,0.105222,0.661517,-0.742518,0.796431,0.264994,-0.738316,-0.620221,1.4074,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit006.ply.pcd,214,3758,210,12,10,0.833333,1,0.000140365,325,"-0.146586,-0.95097,-0.272359,0.00312591,-0.982041,0.106839,0.155509,-0.00264719,-0.118785,0.290262,-0.949548,1.53311,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit007.ply.pcd,232,3758,230,8,8,1,1,0.000310848,334,"0.730556,0.643662,0.227999,-0.723273,0.658034,-0.752801,0.0167551,0.0930096,0.182423,0.137791,-0.973515,2.1817,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit008.ply.pcd,231,3758,230,7,3,0.428571,1,0.00013637,332,"0.968846,0.216627,-0.120071,0.461976,0.13741,-0.873457,-0.467114,0.110845,-0.206066,0.436061,-0.876011,1.73385,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit009.ply.pcd,252,3758,245,11,11,1,1,0.000526083,346,"0.341724,-0.894962,-0.286836,-0.321041,0.878655,0.41254,-0.240381,0.348237,0.333463,-0.169885,0.927334,0.368027,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit010.ply.pcd,235,3758,215,11,2,0.181818,1,0.000165403,341,"0.736053,-0.541817,-0.405789,0.230817,-0.553165,-0.826956,0.100789,-0.282085,-0.390177,0.150281,-0.908396,1.74587,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit011.ply.pcd,228,3758,219,7,5,0.714286,1,0.000214469,336,"0.961863,-0.21662,-0.167048,-0.00604182,0.273477,0.747358,0.605536,-0.509398,-0.00632593,-0.628124,0.778092,0.0782644,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit012.ply.pcd,242,3758,234,14,0,0,1,0.000288585,333,"0.446266,-0.798704,-0.403641,-0.251995,0.616168,0.601341,-0.508658,0.684867,0.648991,-0.021713,0.76049,0.581122,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit013.ply.pcd,253,3758,240,9,0,0,1,0.000840283,340,"-0.0841497,0.985965,0.144216,-0.233224,0.835657,-0.00900587,0.54918,-0.319532,0.542769,0.166728,-0.823168,1.42786,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit014.ply.pcd,247,3758,239,8,0,0,1,0.000626171,343,"-0.692318,0.0619723,-0.718935,0.947683,-0.653047,-0.477654,0.587696,-0.792676,-0.306978,0.876366,0.371156,0.536337,0,0,0,1"
Rabbit,../kinect/scenes/scene039.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit015.ply.pcd,231,3758,220,8,8,1,1,0.000153433,333,"0.384353,0.278127,-0.880306,0.743693,-0.74729,-0.466173,-0.473564,0.376545,-0.542082,0.839847,0.0286634,0.914534,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit000.ply.pcd,255,4246,252,15,15,1,1,0.000136686,366,"-0.947779,-0.122157,0.294597,-0.0865458,-0.0330437,-0.881153,-0.471685,0.293237,0.3172,-0.45679,0.831101,0.0286175,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit001.ply.pcd,261,4246,256,13,11,0.846154,1,0.000176079,373,"0.896101,-0.124711,-0.425977,0.450977,0.271616,0.913121,0.304054,-0.290483,0.351046,-0.388164,0.852118,0.0987519,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit002.ply.pcd,250,4246,243,9,3,0.333333,1,0.00024773,369,"0.920835,0.119952,-0.371055,0.212324,0.336615,0.235889,0.911623,-0.761348,0.196878,-0.964352,0.176836,0.482399,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit003.ply.pcd,253,4246,234,8,0,0,1,0.000153187,364,"-0.492737,-0.336634,-0.802431,0.618835,0.852705,-0.370677,-0.368102,0.10008,-0.173526,-0.86561,0.469693,0.55226,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit004.ply.pcd,230,4246,218,8,6,0.75,1,0.000299293,353,"-0.428293,-0.895489,-0.121136,0.325617,0.807581,-0.319162,-0.495945,0.366849,0.405448,-0.310236,0.85987,0.00115388,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit005.ply.pcd,231,4246,223,10,3,0.3,1,0.000209404,363,"-0.39071,0.910739,-0.133824,0.604908,0.768143,0.242461,-0.592602,0.225278,-0.507251,-0.334324,-0.794306,1.85764,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit006.ply.pcd,215,4246,211,7,5,0.714286,1,0.000170138,354,"0.907244,0.164286,-0.387196,0.654129,0.236297,-0.960643,0.146073,-0.296784,-0.347958,-0.224021,-0.910353,1.78899,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit007.ply.pcd,217,4246,213,9,8,0.888889,1,0.000251434,356,"-0.284684,-0.169659,-0.943494,1.38584,0.353795,0.896141,-0.267899,0.0160647,0.890951,-0.410069,-0.195091,1.17046,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit008.ply.pcd,227,4246,222,13,0,0,1,0.000325139,354,"0.283694,-0.00355494,0.958911,-1.08309,0.717353,-0.66281,-0.214685,0.0189653,0.636339,0.748779,-0.185487,1.35238,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit009.ply.pcd,254,4246,246,10,0,0,1,0.000350544,358,"0.270364,-0.879292,-0.39212,0.379736,-0.903886,-0.0915814,-0.417865,0.339865,0.331513,0.467407,-0.81954,1.83433,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit010.ply.pcd,247,4246,244,8,0,0,1,0.000189711,368,"-0.112345,-0.971639,-0.208098,0.341518,-0.272004,0.231496,-0.934039,1.08245,0.955718,-0.048331,-0.290296,1.00722,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit011.ply.pcd,238,4246,234,9,8,0.888889,1,0.000820638,347,"0.215719,0.433662,-0.874878,1.02613,-0.111672,0.901051,0.419101,-0.434785,0.970051,0.0072906,0.242801,0.963858,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit012.ply.pcd,245,4246,239,8,8,1,1,0.000260286,360,"0.430204,-0.619534,-0.65659,0.392909,-0.851855,-0.519338,-0.0681199,-0.358715,-0.298788,0.58862,-0.751169,1.90839,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit013.ply.pcd,257,4246,244,11,0,0,1,0.000428512,367,"0.27711,0.920736,-0.274703,0.488562,0.949728,-0.305826,-0.0670005,0.00613278,-0.1457,-0.242327,-0.959196,1.87846,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit014.ply.pcd,261,4246,248,13,11,0.846154,1,0.000119636,352,"-0.999039,0.0437437,-0.00461132,0.226687,-0.0368918,-0.890396,-0.453704,0.271613,-0.0239516,-0.453095,0.891148,-0.0413558,0,0,0,1"
Rabbit,../kinect/scenes/sceneTuning.ply.pcd,../kinect/objects/peterRabbit/PeterRabbit015.ply.pcd,239,4246,233,27,27,1,1,0.000117924,320,"-0.997069,-0.0356035,0.0677832,0.150294,0.000993907,-0.891253,-0.453513,0.269549,0.0765574,-0.452115,0.888674,-0.0380505,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel000.ply.pcd,151,3899,146,12,9,0.75,1,0.000195143,289,"-0.994896,0.0546679,0.0848558,-0.291924,-0.0660758,-0.988217,-0.138072,0.240486,0.0763074,-0.142974,0.986783,-0.35972,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel001.ply.pcd,180,3899,165,17,9,0.529412,1,0.000227932,291,"-0.277028,-0.711467,-0.645819,0.690035,-0.900931,-0.0413368,0.431999,-0.601037,-0.334047,0.701509,-0.62953,1.52114,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel002.ply.pcd,182,3899,174,14,14,1,1,0.000188982,313,"0.90069,-0.432863,0.0372873,0.0576103,0.358386,0.691722,-0.626957,0.562734,0.245592,0.578058,0.778161,0.107087,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel003.ply.pcd,188,3899,188,11,9,0.818182,1,0.000234286,316,"-0.74242,0.327454,-0.584462,0.437587,-0.549148,-0.797168,0.250933,-0.423851,-0.383744,0.50725,0.771651,0.0932391,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel004.ply.pcd,165,3899,164,13,5,0.384615,1,0.000225092,308,"0.179881,0.95304,-0.243641,0.160234,-0.973743,0.207647,0.0933324,-0.206374,0.139542,0.220455,0.965366,-0.118725,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel005.ply.pcd,177,3899,176,12,1,0.0833333,1,0.000146986,307,"0.788677,-0.592982,-0.162371,0.288831,0.556029,0.575249,0.599939,-0.519925,-0.262347,-0.563439,0.783397,-0.100706,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel006.ply.pcd,175,3899,106,12,7,0.583333,1,0.000659337,299,"-0.219583,0.237687,0.9462,-0.674182,-0.775056,0.546541,-0.317157,0.30086,-0.592517,-0.802999,0.0642103,0.794341,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel007.ply.pcd,161,3899,159,13,13,1,1,9.51479e-05,302,"0.999114,0.0419779,-0.00364733,0.135549,-0.0398154,0.912197,-0.407817,0.335484,-0.0137911,0.407599,0.913058,-0.0490431,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel008.ply.pcd,181,3899,181,11,11,1,1,0.000187289,349,"0.758006,-0.649963,-0.0545809,0.150073,0.646858,0.75984,-0.0649677,0.175801,0.0836992,0.0139397,0.996396,-0.275917,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel009.ply.pcd,181,3899,178,10,7,0.7,1,0.000252434,348,"-0.408568,0.85208,-0.327167,0.210323,-0.89135,-0.295339,0.343925,-0.527273,0.196427,0.432134,0.880161,8.15019e-05,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel010.ply.pcd,177,3899,174,9,7,0.777778,1,0.000224541,327,"-0.149132,0.866647,-0.476121,0.376609,-0.987998,-0.150277,0.0359234,-0.200427,-0.0404158,0.47576,0.878651,-0.00580472,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel011.ply.pcd,172,3899,159,8,5,0.625,1,0.00050313,329,"-0.685174,0.519923,-0.510122,0.604878,0.679572,0.708371,-0.19079,0.267474,0.262157,-0.477387,-0.838678,1.57032,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel012.ply.pcd,207,3899,196,11,1,0.0909091,1,0.000566322,352,"0.639108,-0.42285,-0.642449,0.754747,-0.718332,-0.0296679,-0.695071,0.606491,0.274848,0.905715,-0.322707,1.21995,0,0,0,1"
Squirrel,../kinect/scenes/scene001.ply.pcd,../kinect/objects/squirrel/Squirrel013.ply.pcd,198,3899,197,6,0,0,1,0.000179274,336,"0.914005,-0.405463,0.0142095,-0.0878763,-0.380213,-0.843812,0.378713,-0.610071,-0.141564,-0.351546,-0.925407,2.10953,0,0,0,1"
